,train,val,test
227,24G108632-002-1,,
228,24G108632-002-2,,
229,24G116762-002-1,,
230,24G116762-002-2,,
231,25G004489-001-1,,
232,25G004489-001-2,,
233,25G004489-001-3,,
234,25G004489-001-4,,
235,25G005746-001-1,,
236,25G005746-001-2,,
237,25G005746-001-3,,
238,25G005746-001-4,,
239,25G006622-001-1,,
240,25G006622-001-2,,
241,25G006622-001-3,,
242,25G006622-001-4,,
243,25G012687-001-1,,
244,25G012687-001-2,,
245,25G012687-001-3,,
246,25G012687-001-4,,
247,25G015816-001-1,,
248,25G015816-001-2,,
249,25G015816-001-3,,
250,25G015816-001-4,,
251,25G023717-001-1,,
252,25G023717-001-2,,
253,25G023717-001-3,,
254,25G023717-001-4,,
255,25G026128-001-1,,
256,25G026128-001-2,,
257,25G026128-001-3,,
258,25G026128-001-4,,
259,25G031563-001-1,,
260,25G031563-001-2,,
261,25G031563-001-3,,
262,25G060727-002-1,,
263,25G060727-002-2,,
264,25G104761-002-1,,
265,25G104761-002-2,,
266,25G104761-002-3,,
