,train,val,test
224,25G084601-001-1,,
225,25G084601-001-2,,
226,25G084601-001-3,,
227,25G084601-001-4,,
228,25G088475-001-1,,
229,25G088475-001-2,,
230,25G088475-001-3,,
231,25G088475-001-4,,
232,25G104761-002-1,,
233,25G104761-002-2,,
234,25G104761-002-3,,
