,train,val,test
222,25G012687-001-4,,
223,25G015816-001-1,,
224,25G015816-001-2,,
225,25G015816-001-3,,
226,25G015816-001-4,,
227,25G018780-001-1,,
228,25G018780-001-2,,
229,25G018780-001-3,,
230,25G018780-001-4,,
231,25G022288-002-1,,
232,25G022288-002-2,,
233,25G026128-001-1,,
234,25G026128-001-2,,
235,25G026128-001-3,,
236,25G026128-001-4,,
237,25G031563-001-1,,
238,25G031563-001-2,,
239,25G031563-001-3,,
240,25G060727-002-1,,
241,25G060727-002-2,,
242,25G084601-001-1,,
243,25G084601-001-2,,
244,25G084601-001-3,,
245,25G084601-001-4,,
246,25G088475-001-1,,
247,25G088475-001-2,,
248,25G088475-001-3,,
249,25G088475-001-4,,
250,25G104761-002-1,,
251,25G104761-002-2,,
252,25G104761-002-3,,
