,train,val,test
199,25G006622-001-1,,
200,25G006622-001-2,,
201,25G006622-001-3,,
202,25G006622-001-4,,
203,25G012687-001-1,,
204,25G012687-001-2,,
205,25G012687-001-3,,
206,25G012687-001-4,,
207,25G015816-001-1,,
208,25G015816-001-2,,
209,25G015816-001-3,,
210,25G015816-001-4,,
211,25G018780-001-1,,
212,25G018780-001-2,,
213,25G018780-001-3,,
214,25G018780-001-4,,
215,25G022288-002-1,,
216,25G022288-002-2,,
217,25G023717-001-1,,
218,25G023717-001-2,,
219,25G023717-001-3,,
220,25G023717-001-4,,
221,25G026128-001-1,,
222,25G026128-001-2,,
223,25G026128-001-3,,
224,25G026128-001-4,,
225,25G031563-001-1,,
226,25G031563-001-2,,
227,25G031563-001-3,,
228,25G060727-002-1,,
229,25G060727-002-2,,
230,25G104761-002-1,,
231,25G104761-002-2,,
232,25G104761-002-3,,
233,25G107269-002-1,,
234,25G107269-002-2,,
235,25G107269-002-3,,
236,25G107269-002-4,,
237,25G107269-002-5,,
