,train,val,test
194,24G079991-001-2,,
195,24G079991-001-3,,
196,24G079991-002-1,,
197,24G079991-002-2,,
198,24G079991-002-3,,
199,24G079991-002-4,,
200,24G087143-001-1,,
201,24G087143-001-2,,
202,24G087143-001-3,,
203,24G087143-001-4,,
204,24G087143-001-5,,
205,24G108632-002-1,,
206,24G108632-002-2,,
207,24G116762-002-1,,
208,24G116762-002-2,,
209,25G004489-001-1,,
210,25G004489-001-2,,
211,25G004489-001-3,,
212,25G004489-001-4,,
213,25G006622-001-1,,
214,25G006622-001-2,,
215,25G006622-001-3,,
216,25G006622-001-4,,
217,25G012687-001-1,,
218,25G012687-001-2,,
219,25G012687-001-3,,
220,25G012687-001-4,,
221,25G015816-001-1,,
222,25G015816-001-2,,
223,25G015816-001-3,,
224,25G015816-001-4,,
225,25G018780-001-1,,
226,25G018780-001-2,,
227,25G018780-001-3,,
228,25G018780-001-4,,
229,25G022288-002-1,,
230,25G022288-002-2,,
231,25G023717-001-1,,
232,25G023717-001-2,,
233,25G023717-001-3,,
234,25G023717-001-4,,
235,25G026128-001-1,,
236,25G026128-001-2,,
237,25G026128-001-3,,
238,25G026128-001-4,,
239,25G031563-001-1,,
240,25G031563-001-2,,
241,25G031563-001-3,,
242,25G060727-002-1,,
243,25G060727-002-2,,
244,25G104761-002-1,,
245,25G104761-002-2,,
246,25G104761-002-3,,
247,25G107269-002-1,,
248,25G107269-002-2,,
249,25G107269-002-3,,
250,25G107269-002-4,,
251,25G107269-002-5,,
